"bill_id","legislator_id","MemberName","BillName","Vote"
"ga2017HB116",2,"Adkins","HB116","YAY"
"ga2017SB238",2,"Adkins","SB238","YAY"
"ga2017SB128",2,"Adkins","SB128","YAY"
"ga2017HB289",2,"Adkins","HB289","YAY"
"ga2017HB384",2,"Adkins","HB384","YAY"
"ga2017HB226",2,"Adkins","HB226","YAY"
"ga2017HB515",2,"Adkins","HB515","YAY"
"ga2017HB206",2,"Adkins","HB206","YAY"
"ga2017HB540",2,"Adkins","HB540","YAY"
"ga2017SB183",2,"Adkins","SB183","YAY"
"ga2017HB343",2,"Adkins","HB343","NV"
"ga2017HB268",2,"Adkins","HB268","YAY"
"ga2017HB096",2,"Adkins","HB096","YAY"
"ga2017HB454",2,"Adkins","HB454","NAY"
"ga2017HB281",2,"Adkins","HB281","NAY"
"ga2017HB002",2,"Adkins","HB002","YEA"
"ga2017HB050",2,"Adkins","HB050","YAY"
"ga2017SB151",2,"Adkins","SB151","NAY"
"ga2017HB311",2,"Adkins","HB311","YAY"
"ga2017HB173",2,"Adkins","HB173","YAY"
"ga2017HB319",2,"Adkins","HB319","YAY"
"ga2017SB012",2,"Adkins","SB012","YEA"
"ga2017HB244",2,"Adkins","HB244","YAY"
"ga2017SB122",2,"Adkins","SB122","YAY"
"ga2017SB218",2,"Adkins","SB218","YAY"
"ga2017HB038",2,"Adkins","HB038","YAY"
"ga2017HB225",2,"Adkins","HB225","YAY"
"ga2017HB377",2,"Adkins","HB377","YAY"
"ga2017SB083",2,"Adkins","SB083","YEA"
"ga2017HB305",2,"Adkins","HB305","YAY"
"ga2017SB176",2,"Adkins","SB176","YAY"
"ga2017HB093",2,"Adkins","HB093","YAY"
"ga2017HB265",2,"Adkins","HB265","YAY"
"ga2017HB191",2,"Adkins","HB191","YAY"
"ga2017HB448",2,"Adkins","HB448","YAY"
"ga2017HB347",2,"Adkins","HB347","YAY"
"ga2017HB013",2,"Adkins","HB013","YAY"
"ga2017SB042",2,"Adkins","SB042","YAY"
"ga2017SB147",2,"Adkins","SB147","YAY"
"ga2017HB306",2,"Adkins","HB306","YAY"
"ga2017HB525",2,"Adkins","HB525","YAY"
