"legislator_id","bill_id","bill","sponsors"
75,"ga2017SB014","SB014","S. Miles"
75,"ga2017SB363","SB363","S. Miles"
75,"ga2017SB120","SB120","S. Miles"
75,"ga2017SB015","SB015","S. Miles"
75,"ga2017SB360","SB360","S. Miles"
75,"ga2017SB216","SB216","S. Miles"
87,"ga2017SB250","SB250","S. Overly"
87,"ga2017SB201","SB201","S. Overly"
87,"ga2017SB198","SB198","S. Overly"
87,"ga2017SB012","SB012","S. Overly"
87,"ga2017SB196","SB196","S. Overly"
87,"ga2017SB178","SB178","S. Overly"
87,"ga2017SB266","SB266","S. Overly"
87,"ga2017SB179","SB179","S. Overly"
87,"ga2017SB170","SB170","S. Overly"
87,"ga2017SB197","SB197","S. Overly"
99,"ga2017SB169","SB169","S. Riggs"
99,"ga2017SB191","SB191","S. Riggs"
99,"ga2017SB150","SB150","S. Riggs"
99,"ga2017SB160","SB160","S. Riggs"
99,"ga2017SB170","SB170","S. Riggs"
99,"ga2017SB246","SB246","S. Riggs"
99,"ga2017SB417","SB417","S. Riggs"
99,"ga2017SB215","SB215","S. Riggs"
99,"ga2017SB227","SB227","S. Riggs"
99,"ga2017SB310","SB310","S. Riggs"
99,"ga2017SB119","SB119","S. Riggs"
99,"ga2017SB190","SB190","S. Riggs"
99,"ga2017SB171","SB171","S. Riggs"
99,"ga2017SB087","SB087","S. Riggs"
99,"ga2017SB113","SB113","S. Riggs"
100,"ga2017SB014","SB014","S. Riley"
100,"ga2017SB450","SB450","S. Riley"
100,"ga2017SB060","SB060","S. Riley"
100,"ga2017SB171","SB171","S. Riley"
100,"ga2017SB312","SB312","S. Riley"
100,"ga2017SB013","SB013","S. Riley"
100,"ga2017SB168","SB168","S. Riley"
100,"ga2017SB231","SB231","S. Riley"
100,"ga2017SB484","SB484","S. Riley"
100,"ga2017SB269","SB269","S. Riley"
100,"ga2017SB015","SB015","S. Riley"
104,"ga2017SB174","SB174","S. Rudy"
104,"ga2017SB337","SB337","S. Rudy"
104,"ga2017SB471","SB471","S. Rudy"
105,"ga2017SB093","SB093","S. Santoro"
105,"ga2017SB119","SB119","S. Santoro"
105,"ga2017SB169","SB169","S. Santoro"
105,"ga2017SB396","SB396","S. Santoro"
105,"ga2017SB333","SB333","S. Santoro"
105,"ga2017SB002","SB002","S. Santoro"
105,"ga2017SB060","SB060","S. Santoro"
105,"ga2017SB388","SB388","S. Santoro"
105,"ga2017SB144","SB144","S. Santoro"
105,"ga2017SB319","SB319","S. Santoro"
105,"ga2017SB334","SB334","S. Santoro"
105,"ga2017SB239","SB239","S. Santoro"
105,"ga2017SB397","SB397","S. Santoro"
105,"ga2017SB364","SB364","S. Santoro"
105,"ga2017SB001","SB001","S. Santoro"
105,"ga2017SB023","SB023","S. Santoro"
105,"ga2017SB162","SB162","S. Santoro"
105,"ga2017SB291","SB291","S. Santoro"
105,"ga2017SB301","SB301","S. Santoro"
105,"ga2017SB107","SB107","S. Santoro"
105,"ga2017SB271","SB271","S. Santoro"
105,"ga2017SB119","SB119","S. Santoro"
105,"ga2017SB404","SB404","S. Santoro"
105,"ga2017SB313","SB313","S. Santoro"
105,"ga2017SB120","SB120","S. Santoro"
105,"ga2017SB074","SB074","S. Santoro"
105,"ga2017SB171","SB171","S. Santoro"
105,"ga2017SB241","SB241","S. Santoro"
105,"ga2017SB417","SB417","S. Santoro"
105,"ga2017SB323","SB323","S. Santoro"
105,"ga2017SB072","SB072","S. Santoro"
105,"ga2017SB128","SB128","S. Santoro"
105,"ga2017SB414","SB414","S. Santoro"
105,"ga2017SB010","SB010","S. Santoro"
105,"ga2017SB100","SB100","S. Santoro"
105,"ga2017SB156","SB156","S. Santoro"
105,"ga2017SB213","SB213","S. Santoro"
105,"ga2017SB003","SB003","S. Santoro"
105,"ga2017SB189","SB189","S. Santoro"
105,"ga2017SB130","SB130","S. Santoro"
134,"ga2017SB023","SB023","S. Westrom"
134,"ga2017SB305","SB305","S. Westrom"
134,"ga2017SB170","SB170","S. Westrom"
134,"ga2017SB053","SB053","S. Westrom"
134,"ga2017SB227","SB227","S. Westrom"
134,"ga2017SB074","SB074","S. Westrom"
134,"ga2017SB076","SB076","S. Westrom"
134,"ga2017SB251","SB251","S. Westrom"
134,"ga2017SB205","SB205","S. Westrom"
134,"ga2017SB232","SB232","S. Westrom"
134,"ga2017SB190","SB190","S. Westrom"
134,"ga2017SB112","SB112","S. Westrom"
134,"ga2017SB266","SB266","S. Westrom"
134,"ga2017SB171","SB171","S. Westrom"
134,"ga2017SB067","SB067","S. Westrom"
134,"ga2017SB176","SB176","S. Westrom"
134,"ga2017SB503","SB503","S. Westrom"
134,"ga2017SB197","SB197","S. Westrom"
134,"ga2017SB038","SB038","S. Westrom"
134,"ga2017SB100","SB100","S. Westrom"
134,"ga2017SB192","SB192","S. Westrom"
134,"ga2017SB271","SB271","S. Westrom"
134,"ga2017SB196","SB196","S. Westrom"
134,"ga2017SB201","SB201","S. Westrom"
134,"ga2017SB056","SB056","S. Westrom"
134,"ga2017SB158","SB158","S. Westrom"
134,"ga2017SB315","SB315","S. Westrom"
134,"ga2017SB104","SB104","S. Westrom"
134,"ga2017SB156","SB156","S. Westrom"
134,"ga2017SB084","SB084","S. Westrom"
134,"ga2017SB189","SB189","S. Westrom"
134,"ga2017SB304","SB304","S. Westrom"
134,"ga2017SB062","SB062","S. Westrom"
134,"ga2017SB020","SB020","S. Westrom"
134,"ga2017SB247","SB247","S. Westrom"
134,"ga2017SB169","SB169","S. Westrom"
134,"ga2017SB180","SB180","S. Westrom"
134,"ga2017SB068","SB068","S. Westrom"
134,"ga2017SB524","SB524","S. Westrom"
134,"ga2017SB309","SB309","S. Westrom"
134,"ga2017SB179","SB179","S. Westrom"
134,"ga2017SB018","SB018","S. Westrom"
134,"ga2017SB333","SB333","S. Westrom"
134,"ga2017SB241","SB241","S. Westrom"
14,"ga2017SB266","SB266","T. Burch"
14,"ga2017SB196","SB196","T. Burch"
14,"ga2017SB178","SB178","T. Burch"
14,"ga2017SB099","SB099","T. Burch"
14,"ga2017SB251","SB251","T. Burch"
14,"ga2017SB201","SB201","T. Burch"
14,"ga2017SB327","SB327","T. Burch"
14,"ga2017SB098","SB098","T. Burch"
14,"ga2017SB179","SB179","T. Burch"
14,"ga2017SB014","SB014","T. Burch"
14,"ga2017SB079","SB079","T. Burch"
14,"ga2017SB101","SB101","T. Burch"
14,"ga2017SB170","SB170","T. Burch"
14,"ga2017SB263","SB263","T. Burch"
22,"ga2017SB424","SB424","T. Couch"
22,"ga2017SB423","SB423","T. Couch"
22,"ga2017SB455","SB455","T. Couch"
22,"ga2017SB120","SB120","T. Couch"
22,"ga2017SB131","SB131","T. Couch"
22,"ga2017SB037","SB037","T. Couch"
22,"ga2017SB399","SB399","T. Couch"
22,"ga2017SB125","SB125","T. Couch"
22,"ga2017SB471","SB471","T. Couch"
22,"ga2017SB058","SB058","T. Couch"
22,"ga2017SB036","SB036","T. Couch"
47,"ga2017SB002","SB002","T. Herald"
47,"ga2017SB003","SB003","T. Herald"
47,"ga2017SB152","SB152","T. Herald"
47,"ga2017SB370","SB370","T. Herald"
47,"ga2017SB156","SB156","T. Herald"
47,"ga2017SB001","SB001","T. Herald"
47,"ga2017SB236","SB236","T. Herald"
80,"ga2017SB161","SB161","T. Moore"
80,"ga2017SB168","SB168","T. Moore"
80,"ga2017SB256","SB256","T. Moore"
80,"ga2017SB195","SB195","T. Moore"
80,"ga2017SB013","SB013","T. Moore"
80,"ga2017SB002","SB002","T. Moore"
80,"ga2017SB231","SB231","T. Moore"
80,"ga2017SB268","SB268","T. Moore"
80,"ga2017SB498","SB498","T. Moore"
80,"ga2017SB249","SB249","T. Moore"
80,"ga2017SB306","SB306","T. Moore"
80,"ga2017SB232","SB232","T. Moore"
80,"ga2017SB311","SB311","T. Moore"
80,"ga2017SB128","SB128","T. Moore"
80,"ga2017SB225","SB225","T. Moore"
125,"ga2017SB002","SB002","T. Turner"
125,"ga2017SB515","SB515","T. Turner"
125,"ga2017SB174","SB174","T. Turner"
125,"ga2017SB451","SB451","T. Turner"
23,"ga2017SB170","SB170","W. Coursey"
23,"ga2017SB266","SB266","W. Coursey"
23,"ga2017SB179","SB179","W. Coursey"
23,"ga2017SB196","SB196","W. Coursey"
23,"ga2017SB420","SB420","W. Coursey"
23,"ga2017SB178","SB178","W. Coursey"
96,"ga2017SB162","SB162","W. Reed"
96,"ga2017SB491","SB491","W. Reed"
96,"ga2017SB293","SB293","W. Reed"
96,"ga2017SB122","SB122","W. Reed"
96,"ga2017SB417","SB417","W. Reed"
96,"ga2017SB237","SB237","W. Reed"
96,"ga2017SB396","SB396","W. Reed"
96,"ga2017SB323","SB323","W. Reed"
96,"ga2017SB002","SB002","W. Reed"
96,"ga2017SB060","SB060","W. Reed"
96,"ga2017SB222","SB222","W. Reed"
96,"ga2017SB315","SB315","W. Reed"
96,"ga2017SB160","SB160","W. Reed"
96,"ga2017SB149","SB149","W. Reed"
96,"ga2017SB252","SB252","W. Reed"
96,"ga2017SB306","SB306","W. Reed"
96,"ga2017SB239","SB239","W. Reed"
96,"ga2017SB261","SB261","W. Reed"
96,"ga2017SB401","SB401","W. Reed"
96,"ga2017SB265","SB265","W. Reed"
96,"ga2017SB120","SB120","W. Reed"
96,"ga2017SB014","SB014","W. Reed"
96,"ga2017SB184","SB184","W. Reed"
96,"ga2017SB013","SB013","W. Reed"
96,"ga2017SB277","SB277","W. Reed"
96,"ga2017SB501","SB501","W. Reed"
96,"ga2017SB214","SB214","W. Reed"
119,"ga2017SB060","SB060","W. Stone"
119,"ga2017SB013","SB013","W. Stone"
119,"ga2017SB170","SB170","W. Stone"
119,"ga2017SB178","SB178","W. Stone"
119,"ga2017SB062","SB062","W. Stone"
119,"ga2017SB195","SB195","W. Stone"
119,"ga2017SB196","SB196","W. Stone"
119,"ga2017SB179","SB179","W. Stone"
119,"ga2017SB174","SB174","W. Stone"
119,"ga2017SB266","SB266","W. Stone"
119,"ga2017SB255","SB255","W. Stone"
119,"ga2017SB168","SB168","W. Stone"
122,"ga2017SB016","SB016","W. Thomas"
122,"ga2017SB311","SB311","W. Thomas"
122,"ga2017SB237","SB237","W. Thomas"
122,"ga2017SB013","SB013","W. Thomas"
122,"ga2017SB014","SB014","W. Thomas"
122,"ga2017SB405","SB405","W. Thomas"
122,"ga2017SB265","SB265","W. Thomas"
122,"ga2017SB003","SB003","W. Thomas"
122,"ga2017SB168","SB168","W. Thomas"
122,"ga2017SB174","SB174","W. Thomas"
122,"ga2017SB375","SB375","W. Thomas"
122,"ga2017SB152","SB152","W. Thomas"
122,"ga2017SB002","SB002","W. Thomas"
122,"ga2017SB407","SB407","W. Thomas"
122,"ga2017SB239","SB239","W. Thomas"
122,"ga2017SB001","SB001","W. Thomas"
131,"ga2017SB273","SB273","W. Wells"
131,"ga2017SB326","SB326","W. Wells"
131,"ga2017SB370","SB370","W. Wells"
131,"ga2017SB316","SB316","W. Wells"
131,"ga2017SB528","SB528","W. Wells"
131,"ga2017SB325","SB325","W. Wells"
131,"ga2017SB399","SB399","W. Wells"
131,"ga2017SB394","SB394","W. Wells"
131,"ga2017SB475","SB475","W. Wells"
131,"ga2017SB423","SB423","W. Wells"
131,"ga2017SB324","SB324","W. Wells"
131,"ga2017SB069","SB069","W. Wells"
131,"ga2017SB332","SB332","W. Wells"
131,"ga2017SB042","SB042","W. Wells"
131,"ga2017SB050","SB050","W. Wells"
131,"ga2017SB233","SB233","W. Wells"
131,"ga2017SB001","SB001","W. Wells"
131,"ga2017SB103","SB103","W. Wells"
131,"ga2017SB296","SB296","W. Wells"
131,"ga2017SB239","SB239","W. Wells"
131,"ga2017SB421","SB421","W. Wells"
